Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,PF,21,MIA,39,2,13.4,2.3,3.9,.571,0.0,0.0,,2.3,3.9,.571,.571,1.1,2.2,.518,1.3,2.6,3.8,0.5,0.4,0.5,0.9,1.6,5.6
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,2.6,0.1,1.1,.125,0.0,0.3,.000,0.1,0.9,.167,.125,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3
3,Steven Adams\adamsst01,C,27,NOP,37,37,27.4,3.5,5.6,.627,0.0,0.1,.000,3.5,5.6,.633,.627,1.1,2.3,.459,4.0,5.1,9.1,2.0,0.9,0.5,1.5,1.9,8.1
4,Bam Adebayo\adebaba01,C,23,MIA,35,35,33.8,7.1,12.7,.556,0.1,0.2,.333,7.0,12.5,.559,.559,4.8,5.7,.843,2.3,7.2,9.5,5.5,0.9,1.0,2.9,2.5,18.9
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,18,25.9,5.5,11.8,.464,1.3,3.6,.360,4.2,8.2,.509,.518,1.5,1.8,.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,3,0,2.7,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,32,3,17.9,3.3,7.8,.416,1.2,3.6,.328,2.1,4.2,.493,.492,1.0,1.2,.816,0.2,2.4,2.6,1.9,0.9,0.3,1.3,1.6,8.7
8,Grayson Allen\allengr01,SG,25,MEM,25,13,24.0,3.0,7.4,.400,2.0,5.0,.400,1.0,2.4,.400,.535,1.6,1.8,.909,0.4,2.6,2.9,2.2,1.0,0.1,1.0,1.3,9.5
9,Jarrett Allen\allenja01,C,22,TOT,39,21,28.2,4.7,7.2,.648,0.1,0.3,.400,4.6,6.9,.657,.655,3.4,4.8,.710,3.1,6.7,9.8,1.7,0.4,1.7,1.4,1.6,12.8
9,Jarrett Allen\allenja01,C,22,BRK,12,5,26.7,3.7,5.4,.677,0.0,0.0,,3.7,5.4,.677,.677,3.8,5.1,.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
9,Jarrett Allen\allenja01,C,22,CLE,27,16,28.8,5.1,8.0,.639,0.1,0.4,.400,5.0,7.6,.650,.648,3.2,4.6,.688,3.1,6.4,9.5,1.7,0.4,1.7,1.3,1.5,13.6
10,Al-Farouq Aminu\aminual01,PF,30,ORL,12,9,19.5,1.6,4.6,.345,0.5,1.7,.300,1.1,2.9,.371,.400,0.8,0.9,.818,1.1,3.3,4.4,1.4,1.0,0.4,1.3,1.3,4.4
11,Kyle Anderson\anderky01,PF,27,MEM,35,35,27.2,4.7,10.0,.476,1.4,3.9,.368,3.3,6.1,.545,.547,2.0,2.6,.761,0.8,5.0,5.9,3.3,1.1,0.6,1.3,1.7,12.9
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,39,39,34.2,10.6,18.8,.563,1.1,3.8,.295,9.5,15.0,.632,.593,6.8,10.1,.676,1.8,9.9,11.8,6.2,1.3,1.3,3.7,3.0,29.1
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,3,0,6.3,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.3,0.7,.500,0.7,2.0,2.7,0.0,0.3,0.7,1.7,1.0,1.0
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,29,0,8.4,1.0,1.6,.596,0.1,0.3,.222,0.9,1.3,.684,.617,0.2,0.4,.462,0.9,1.0,2.0,0.6,0.3,0.2,0.7,1.2,2.2
15,Carmelo Anthony\anthoca01,PF,36,POR,38,3,25.9,4.9,11.9,.415,1.8,4.6,.381,3.2,7.3,.437,.489,2.4,2.8,.858,0.6,2.8,3.4,1.8,0.9,0.8,1.1,2.2,14.1
16,Cole Anthony\anthoco01,PG,20,ORL,25,17,26.7,4.0,10.8,.375,1.1,3.3,.325,3.0,7.4,.398,.426,1.8,2.2,.836,0.8,3.6,4.4,3.8,0.7,0.4,2.0,2.0,11.0
17,OG Anunoby\anunoog01,SF,23,TOR,23,23,33.4,5.0,10.3,.479,2.1,5.4,.395,2.8,5.0,.570,.582,1.7,2.3,.755,1.4,4.3,5.7,1.7,1.6,0.7,1.7,2.8,13.8
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,22,0,10.9,1.0,2.8,.371,0.5,1.8,.282,0.5,1.0,.522,.460,0.4,0.4,.889,0.1,1.6,1.7,1.2,0.2,0.0,0.2,0.9,3.0
19,D.J. Augustin\augusdj01,PG,33,MIL,37,6,19.3,1.9,5.2,.370,1.3,3.5,.380,0.6,1.7,.349,.497,1.0,1.1,.900,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1
20,Deni Avdija\avdijde01,SF,20,WAS,35,17,22.3,2.5,5.6,.446,1.0,3.1,.336,1.5,2.5,.580,.538,0.3,0.5,.579,0.4,4.3,4.7,1.3,0.6,0.2,0.8,2.6,6.3
21,Deandre Ayton\aytonde01,C,22,PHO,38,38,30.7,6.2,10.4,.599,0.1,0.4,.235,6.1,9.9,.615,.604,1.8,2.5,.729,3.3,7.8,11.2,1.6,0.4,1.1,1.7,3.1,14.4
22,Udoka Azubuike\azubuud01,C,21,UTA,12,0,4.1,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
23,Dwayne Bacon\bacondw01,SG,25,ORL,39,26,25.2,3.8,9.5,.404,1.1,3.1,.339,2.8,6.4,.435,.459,1.8,2.1,.852,0.3,2.6,2.9,1.1,0.6,0.1,0.7,1.6,10.5
24,Marvin Bagley III\baglema01,PF,21,SAC,37,37,25.7,5.6,11.2,.502,0.9,2.6,.354,4.7,8.6,.547,.543,1.6,2.9,.560,2.5,5.0,7.4,0.9,0.5,0.5,1.3,2.4,13.9
25,LaMelo Ball\ballla01,PG,19,CHO,39,19,28.7,5.7,12.7,.450,2.0,5.3,.377,3.7,7.4,.502,.528,2.3,2.8,.802,1.4,4.5,5.9,6.2,1.6,0.4,2.8,2.7,15.7
26,Lonzo Ball\balllo01,PG,23,NOP,37,37,31.5,5.1,12.1,.426,3.0,7.7,.389,2.1,4.4,.491,.550,0.9,1.2,.767,0.6,3.6,4.2,5.5,1.3,0.5,2.0,2.0,14.2
27,Mo Bamba\bambamo01,C,22,ORL,20,0,10.2,2.0,4.0,.488,0.4,1.4,.286,1.6,2.6,.596,.538,0.4,0.7,.571,1.1,3.0,4.1,0.3,0.2,0.9,0.4,1.4,4.7
28,Desmond Bane\banede01,SG,22,MEM,33,10,22.7,3.5,7.3,.481,1.7,3.9,.445,1.8,3.4,.522,.600,0.7,0.8,.889,0.4,2.5,2.9,1.3,0.7,0.1,1.0,1.9,9.5
29,Harrison Barnes\barneha02,PF,28,SAC,37,37,35.7,5.6,11.3,.494,1.6,4.3,.367,4.0,7.1,.571,.563,3.8,4.6,.826,1.1,5.2,6.2,3.5,0.8,0.2,1.4,1.3,16.6
30,RJ Barrett\barrerj01,SG,20,NYK,41,41,33.4,6.5,14.5,.450,1.2,3.3,.356,5.3,11.2,.478,.491,3.0,4.1,.734,1.2,4.8,6.0,3.0,0.7,0.2,1.9,2.6,17.2
31,Will Barton\bartowi01,SF,30,DEN,37,33,30.4,4.8,10.7,.448,1.8,4.4,.409,3.0,6.3,.476,.533,1.3,1.6,.770,0.6,3.4,4.1,3.2,0.8,0.4,1.7,1.6,12.7
32,Keita Bates-Diop\bateske01,SF,25,SAS,16,0,7.4,0.7,2.0,.344,0.3,0.9,.333,0.4,1.1,.353,.422,0.4,0.6,.700,0.3,0.9,1.3,0.4,0.4,0.1,0.1,0.3,2.1
33,Nicolas Batum\batumni01,SF,32,LAC,39,37,28.8,3.1,6.4,.474,1.9,4.4,.441,1.1,2.1,.543,.624,0.8,0.9,.833,0.8,3.8,4.7,2.3,1.2,0.3,0.7,1.7,8.8
34,Aron Baynes\baynear01,C,34,TOR,37,29,19.9,2.7,6.3,.423,0.5,2.2,.250,2.1,4.2,.513,.466,0.5,0.7,.731,1.8,3.8,5.6,1.0,0.3,0.4,0.9,2.4,6.4
35,Kent Bazemore\bazemke01,SF,31,GSW,39,1,16.5,2.2,4.9,.450,1.0,2.5,.404,1.2,2.4,.500,.555,0.7,0.9,.722,0.4,2.4,2.8,1.5,0.8,0.5,1.1,2.1,6.1
36,Darius Bazley\bazleda01,PF,20,OKC,36,36,30.7,4.4,11.2,.392,1.5,5.2,.290,2.9,6.0,.479,.459,1.6,2.3,.704,0.6,6.9,7.5,1.5,0.5,0.6,1.8,0.9,11.9
37,Bradley Beal\bealbr01,SG,27,WAS,36,36,35.7,11.3,23.3,.486,2.2,6.8,.329,9.1,16.5,.550,.533,7.4,8.2,.901,1.2,4.1,5.3,4.6,1.3,0.4,3.2,2.4,32.2
38,Malik Beasley\beaslma01,SG,24,MIN,33,32,33.1,7.6,16.7,.455,3.5,8.7,.406,4.1,8.0,.508,.560,1.8,2.2,.847,0.8,3.8,4.6,2.5,0.8,0.2,1.6,1.6,20.5
39,Jordan Bell\belljo01,C,26,WAS,3,1,16.7,1.7,5.0,.333,0.0,0.7,.000,1.7,4.3,.385,.333,0.0,0.0,,1.7,3.7,5.3,1.7,0.3,1.0,1.0,1.3,3.3
40,DeAndre' Bembry\bembrde01,SF,26,TOR,30,7,17.4,1.9,3.6,.532,0.3,0.9,.333,1.6,2.7,.598,.573,0.5,0.7,.682,0.5,1.8,2.3,1.9,0.7,0.3,1.1,1.6,4.7
41,Dāvis Bertāns\bertada01,PF,28,WAS,34,3,25.3,3.3,8.4,.387,2.9,7.5,.382,0.4,1.0,.424,.556,1.7,2.0,.853,0.4,2.5,3.0,0.9,0.6,0.2,0.6,2.5,11.1
42,Patrick Beverley\beverpa01,PG,32,LAC,29,29,23.8,2.8,6.2,.442,1.7,4.1,.420,1.0,2.1,.484,.580,1.1,1.3,.795,0.9,2.8,3.7,2.1,0.9,0.8,0.9,3.1,8.3
43,Saddiq Bey\beysa01,SF,21,DET,38,21,23.7,3.3,8.1,.412,2.2,5.6,.399,1.1,2.5,.442,.550,1.6,1.8,.868,0.6,3.5,4.1,1.1,0.6,0.1,0.6,1.6,10.5
44,Tyler Bey\beyty01,SF,22,DAL,5,0,2.8,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.4,0.8,.500,0.4,0.4,0.8,0.0,0.0,0.2,0.0,0.4,1.2
45,Khem Birch\birchkh01,C,28,ORL,38,1,20.0,2.0,4.3,.472,0.1,0.4,.250,1.9,3.9,.497,.485,1.3,1.8,.739,2.5,2.8,5.3,1.0,0.6,0.7,0.6,1.5,5.5
46,Goga Bitadze\bitadgo01,C,21,IND,20,0,8.7,1.3,2.8,.473,0.2,1.0,.158,1.2,1.8,.639,.500,0.7,0.9,.778,0.7,1.3,2.0,0.3,0.3,0.9,0.4,1.5,3.5
47,Bismack Biyombo\biyombi01,C,28,CHO,37,19,21.8,2.2,4.1,.553,0.0,0.0,.000,2.2,4.0,.557,.553,0.8,1.7,.469,2.1,3.4,5.5,1.4,0.3,1.1,0.9,2.4,5.3
48,Nemanja Bjelica\bjeline01,PF,32,SAC,23,1,17.6,2.8,6.1,.461,0.7,2.3,.296,2.1,3.8,.563,.518,1.4,1.8,.762,1.0,3.1,4.1,2.1,0.3,0.1,1.1,2.0,7.7
49,Eric Bledsoe\bledser01,SG,31,NOP,39,38,29.0,4.2,10.0,.424,1.8,4.8,.378,2.4,5.2,.468,.515,1.5,2.2,.686,0.4,3.0,3.4,3.8,0.7,0.3,1.6,1.7,11.8
50,Keljin Blevins\blevike01,SF,25,POR,9,0,5.2,0.2,1.2,.182,0.0,0.4,.000,0.2,0.8,.286,.182,0.0,0.0,,0.0,0.2,0.2,0.4,0.2,0.0,0.3,0.4,0.4
51,Bogdan Bogdanović\bogdabo01,SG,28,ATL,15,2,22.2,3.0,8.4,.357,1.7,5.7,.306,1.3,2.7,.463,.460,0.8,0.9,.923,0.3,3.1,3.4,2.2,0.4,0.1,1.1,1.9,8.5
52,Bojan Bogdanović\bogdabo02,SF,31,UTA,39,39,30.5,5.0,11.9,.423,2.6,6.7,.392,2.4,5.2,.463,.533,2.8,3.2,.864,0.5,3.4,3.9,1.9,0.5,0.1,1.5,1.6,15.4
53,Bol Bol\bolbo01,PF,21,DEN,18,2,5.2,0.8,1.6,.483,0.4,0.8,.500,0.4,0.8,.467,.603,0.1,0.1,.500,0.0,0.7,0.7,0.3,0.1,0.3,0.4,0.6,2.0
54,Marques Bolden\boldema01,C,22,CLE,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2
55,Jordan Bone\bonejo01,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0
56,Isaac Bonga\bongais01,SF,21,WAS,24,7,11.9,0.8,2.0,.367,0.5,1.3,.355,0.3,0.8,.389,.480,0.1,0.2,.750,0.4,1.5,2.0,0.5,0.3,0.2,0.5,1.5,2.1
57,Devin Booker\bookede01,SG,24,PHO,34,34,33.9,9.3,18.6,.498,2.1,5.7,.363,7.2,12.9,.557,.553,4.5,5.4,.846,0.2,3.5,3.7,4.6,0.8,0.3,3.4,2.9,25.1
58,Chris Boucher\bouchch01,C,28,TOR,40,3,24.2,5.1,9.4,.541,1.6,3.8,.430,3.5,5.6,.616,.628,2.6,3.4,.761,1.9,4.6,6.5,1.1,0.6,2.0,0.7,2.8,14.3
59,Brian Bowen\bowenbr02,SF,22,IND,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,0.5,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5
60,Avery Bradley\bradlav01,SG,30,MIA,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Tony Bradley\bradlto01,C,23,PHI,17,5,12.4,2.2,3.4,.638,0.0,0.1,.000,2.2,3.4,.649,.638,0.2,0.3,.600,1.9,2.8,4.6,0.8,0.2,0.6,0.2,1.2,4.5
62,Jarrell Brantley\brantja01,PF,24,UTA,10,0,2.8,0.4,1.0,.400,0.3,0.7,.429,0.1,0.3,.333,.550,0.0,0.0,,0.2,0.5,0.7,0.0,0.1,0.1,0.1,0.4,1.1
63,Ignas Brazdeikis\brazdig01,SF,22,NYK,4,0,1.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5
64,Mikal Bridges\bridgmi01,SF,24,PHO,38,38,32.3,4.9,9.3,.530,1.8,4.4,.416,3.1,5.0,.630,.627,1.9,2.3,.839,1.3,3.6,4.8,2.2,0.7,0.9,0.8,1.6,13.6
65,Miles Bridges\bridgmi02,PF,22,CHO,39,2,26.3,3.7,7.4,.497,1.2,3.2,.371,2.5,4.2,.591,.576,1.1,1.2,.915,1.2,4.4,5.6,2.0,0.7,0.7,1.7,2.3,9.6
66,Malcolm Brogdon\brogdma01,PG,28,IND,38,38,35.6,8.3,18.1,.459,2.5,6.3,.390,5.8,11.7,.497,.528,2.6,2.9,.884,0.8,4.0,4.7,6.0,1.1,0.2,2.2,2.0,21.7
67,Dillon Brooks\brookdi01,SF,25,MEM,34,34,29.2,6.0,15.2,.395,1.9,5.8,.325,4.1,9.4,.439,.457,1.8,2.2,.824,0.9,2.1,2.9,2.6,1.3,0.4,2.1,3.4,15.7
68,Bruce Brown\brownbr01,PG,24,BRK,37,23,20.7,3.4,6.2,.555,0.2,0.9,.257,3.2,5.2,.608,.574,1.2,1.6,.721,1.5,2.9,4.5,1.4,0.8,0.3,0.8,2.0,8.3
69,Jaylen Brown\brownja02,SG,24,BOS,37,37,34.1,9.2,18.9,.489,2.3,6.1,.378,6.9,12.8,.541,.549,3.8,5.0,.755,1.1,4.3,5.4,3.9,1.2,0.5,2.8,2.9,24.5
70,Moses Brown\brownmo01,C,21,OKC,11,2,11.9,2.5,4.1,.622,0.0,0.0,,2.5,4.1,.622,.622,1.4,2.2,.625,1.9,3.2,5.1,0.4,0.3,1.1,0.5,2.0,6.5
71,Sterling Brown\brownst02,SG,25,HOU,37,7,23.8,2.7,6.5,.423,1.6,4.2,.381,1.1,2.3,.500,.546,0.5,0.5,.900,0.8,3.7,4.4,1.6,0.9,0.2,0.8,2.0,7.5
72,Troy Brown Jr.\browntr01,SF,21,WAS,20,0,13.6,1.5,4.2,.357,0.6,2.2,.273,0.9,2.0,.450,.429,0.5,0.8,.667,0.6,2.5,3.0,0.9,0.2,0.2,0.8,1.4,4.1
73,Jalen Brunson\brunsja01,PG,24,DAL,35,8,24.8,4.6,8.6,.532,1.3,3.2,.411,3.3,5.4,.603,.608,2.1,2.6,.822,0.2,3.2,3.4,3.3,0.5,0.0,1.3,1.5,12.6
74,Thomas Bryant\bryanth01,C,23,WAS,10,10,27.1,5.9,9.1,.648,0.9,2.1,.429,5.0,7.0,.714,.698,1.6,2.4,.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
75,Reggie Bullock\bullore01,SF,29,NYK,36,36,26.9,3.3,7.8,.416,1.9,5.0,.383,1.3,2.8,.475,.539,0.6,0.8,.852,0.3,3.1,3.4,1.2,0.6,0.2,0.7,2.3,9.1
76,Trey Burke\burketr01,PG,28,DAL,38,0,15.5,2.6,5.8,.443,1.1,2.9,.384,1.4,2.9,.505,.541,0.7,0.8,.871,0.1,0.8,0.9,1.5,0.6,0.1,0.5,1.2,7.0
77,Alec Burks\burksal01,SG,29,NYK,29,3,25.2,3.9,9.7,.404,1.9,4.8,.386,2.1,4.9,.423,.500,2.0,2.4,.855,0.5,3.7,4.1,2.1,0.8,0.2,1.1,1.9,11.8
78,Jimmy Butler\butleji01,SF,31,MIA,27,27,33.4,7.1,14.9,.478,0.4,1.9,.220,6.7,13.0,.514,.491,7.1,8.4,.850,2.0,5.6,7.5,7.6,2.1,0.4,2.2,1.3,21.8
79,Bruno Caboclo\cabocbr01,PF,25,HOU,6,0,6.0,1.3,2.8,.471,0.0,0.8,.000,1.3,2.0,.667,.471,0.2,0.3,.500,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8
80,Devontae Cacok\cacokde01,PF,24,LAL,6,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.3,.000,0.3,1.0,1.3,0.2,0.3,0.0,0.3,0.0,2.0
81,Kentavious Caldwell-Pope\caldwke01,SG,27,LAL,36,36,26.1,3.0,6.8,.440,1.6,3.8,.409,1.4,2.9,.481,.556,1.3,1.4,.865,0.4,2.1,2.5,1.5,0.8,0.3,1.0,1.6,8.8
82,Facundo Campazzo\campafa01,PG,29,DEN,34,1,17.1,1.6,4.2,.394,1.1,2.9,.371,0.6,1.3,.444,.521,0.9,1.1,.795,0.2,1.0,1.2,2.6,1.0,0.2,0.9,2.0,5.3
83,Vlatko Čančar\cancavl01,PF,23,DEN,23,0,5.9,0.5,1.3,.387,0.1,0.7,.188,0.4,0.7,.600,.435,0.2,0.3,.833,0.2,1.0,1.2,0.3,0.3,0.1,0.4,0.5,1.4
84,Clint Capela\capelca01,C,26,ATL,34,34,29.5,6.5,10.9,.597,0.0,0.0,,6.5,10.9,.597,.597,1.8,3.3,.531,5.1,9.2,14.3,0.9,0.7,2.3,1.4,2.3,14.8
85,Vernon Carey Jr.\careyve01,C,19,CHO,5,0,3.6,0.2,0.6,.333,0.0,0.2,.000,0.2,0.4,.500,.333,0.2,0.4,.500,0.4,0.8,1.2,0.2,0.0,0.2,0.2,0.0,0.6
86,Jevon Carter\carteje01,PG,25,PHO,31,0,10.1,1.1,3.0,.370,0.6,2.0,.323,0.5,1.0,.467,.478,0.1,0.1,1.000,0.1,1.2,1.3,1.2,0.4,0.2,0.2,1.0,2.9
87,Wendell Carter Jr.\cartewe01,C,21,CHI,28,25,25.5,4.3,8.4,.515,0.3,0.8,.333,4.1,7.6,.533,.530,2.7,3.6,.752,2.2,5.8,8.0,2.2,0.6,0.8,1.7,3.1,11.6
88,Michael Carter-Williams\cartemi01,SG,29,ORL,20,15,26.7,3.6,8.8,.403,0.5,1.8,.250,3.1,7.0,.443,.429,1.7,2.3,.733,1.6,3.1,4.7,4.4,0.6,0.5,2.4,2.9,9.2
89,Alex Caruso\carusal01,PG,26,LAL,30,0,19.5,2.1,4.9,.432,0.9,2.3,.400,1.2,2.5,.461,.527,0.6,0.8,.720,0.6,2.2,2.7,2.4,1.0,0.2,1.1,1.7,5.7
90,Willie Cauley-Stein\caulewi01,C,27,DAL,35,11,17.1,2.3,3.6,.622,0.0,0.2,.125,2.2,3.4,.655,.626,0.9,1.4,.660,1.1,3.1,4.3,0.7,0.3,0.8,0.5,2.3,5.5
91,Chris Chiozza\chiozch01,PG,25,BRK,15,0,9.1,1.1,3.1,.362,0.6,1.5,.391,0.5,1.6,.333,.457,0.7,0.9,.769,0.2,0.9,1.1,2.4,0.3,0.3,0.7,0.7,3.5
92,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5
93,Gary Clark\clarkga01,SF,26,ORL,33,11,18.9,1.2,3.9,.302,0.9,3.2,.280,0.3,0.7,.409,.419,0.2,0.3,.800,1.0,2.3,3.3,0.9,0.4,0.2,0.5,1.0,3.5
94,Brandon Clarke\clarkbr01,PF,24,MEM,32,16,26.6,4.9,9.5,.513,0.5,1.7,.321,4.3,7.8,.554,.541,1.5,2.2,.671,1.6,4.1,5.6,1.6,1.2,0.8,0.5,1.6,11.8
95,Jordan Clarkson\clarkjo01,SG,28,UTA,39,0,25.9,6.6,14.9,.444,3.2,8.6,.374,3.4,6.3,.538,.552,1.6,1.6,.968,0.9,3.0,3.9,2.2,0.9,0.2,1.7,1.5,18.0
96,Nicolas Claxton\claxtni01,C,21,BRK,9,0,16.7,3.7,5.7,.647,0.0,0.2,.000,3.7,5.4,.673,.647,1.4,2.3,.619,0.8,3.2,4.0,1.0,0.8,1.6,0.6,2.0,8.8
97,Amir Coffey\coffeam01,SG,23,LAC,24,0,7.4,1.0,2.1,.490,0.6,1.2,.483,0.5,0.9,.500,.627,0.3,0.5,.538,0.2,0.5,0.7,0.5,0.2,0.0,0.4,0.5,3.0
98,John Collins\collijo01,PF,23,ATL,40,40,30.6,7.0,13.2,.529,1.3,3.6,.373,5.6,9.6,.586,.579,2.7,3.2,.845,2.2,5.5,7.8,1.4,0.5,1.1,1.4,3.4,18.0
99,Mike Conley\conlemi01,PG,33,UTA,32,32,29.7,5.7,12.6,.455,2.8,6.6,.425,2.9,5.9,.489,.567,2.2,2.6,.843,0.9,2.4,3.3,5.6,1.4,0.1,1.9,1.9,16.4
100,Pat Connaughton\connapa01,SG,28,MIL,37,0,21.8,2.3,5.2,.443,1.4,3.5,.385,1.0,1.7,.563,.572,0.4,0.6,.762,0.9,3.4,4.3,1.4,0.7,0.4,0.4,1.6,6.4
101,Quinn Cook\cookqu01,PG,27,TOT,20,0,5.7,1.0,2.4,.426,0.5,1.1,.409,0.6,1.3,.440,.521,0.2,0.3,.800,0.1,0.6,0.7,0.6,0.2,0.1,0.3,0.3,2.7
101,Quinn Cook\cookqu01,PG,27,LAL,16,0,3.9,0.8,1.6,.462,0.3,0.8,.385,0.4,0.8,.538,.558,0.3,0.3,.800,0.0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
101,Quinn Cook\cookqu01,PG,27,CLE,4,0,12.8,2.0,5.3,.381,1.0,2.3,.444,1.0,3.0,.333,.476,0.0,0.0,,0.5,1.5,2.0,1.5,0.8,0.0,0.5,1.0,5.0
102,Tyler Cook\cookty01,PF,23,BRK,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5
103,DeMarcus Cousins\couside01,C,30,HOU,25,11,20.2,3.2,8.4,.376,1.6,4.6,.336,1.6,3.8,.426,.469,1.8,2.4,.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6
104,Robert Covington\covinro01,PF,30,POR,37,37,32.3,2.9,7.5,.391,1.9,5.3,.359,1.1,2.3,.464,.516,0.6,0.8,.828,0.8,5.8,6.5,1.8,1.6,1.2,1.2,2.6,8.4
105,Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1.0,2.6,.391,0.4,1.2,.364,0.6,1.3,.417,.478,0.1,0.1,.500,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
106,Jae Crowder\crowdja01,PF,30,PHO,35,20,27.4,3.4,8.5,.399,2.4,6.3,.378,1.0,2.2,.461,.540,0.9,1.1,.838,0.4,4.6,5.0,2.1,0.8,0.3,0.9,1.8,10.1
107,Jarrett Culver\culveja01,SG,21,MIN,19,7,19.8,2.8,6.7,.422,0.4,1.8,.229,2.4,4.9,.495,.453,1.1,1.8,.600,1.6,3.2,4.7,0.8,0.6,0.4,1.2,2.1,7.2
108,Seth Curry\curryse01,SG,30,PHI,33,33,29.6,4.6,10.0,.462,2.0,4.7,.432,2.6,5.3,.489,.564,1.7,1.8,.918,0.2,2.0,2.2,2.9,0.9,0.2,1.5,1.7,12.9
109,Stephen Curry\curryst01,PG,32,GSW,39,39,33.7,9.6,20.2,.475,4.7,11.4,.408,4.9,8.8,.563,.591,5.1,5.5,.930,0.5,4.9,5.3,6.2,1.4,0.1,3.1,1.8,29.0
110,Nate Darling\darlina01,SG,22,CHO,1,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Anthony Davis\davisan02,PF,27,LAL,23,23,32.8,8.9,16.7,.533,0.7,2.5,.293,8.1,14.1,.575,.555,4.0,5.7,.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5
112,Ed Davis\davised01,C,31,MIN,19,7,13.9,0.9,2.3,.419,0.0,0.0,,0.9,2.3,.419,.419,0.4,0.4,.875,2.0,3.1,5.1,1.0,0.5,0.5,0.3,2.6,2.3
113,Terence Davis\daviste02,SG,23,TOR,33,4,14.8,2.6,6.3,.413,1.3,3.7,.364,1.3,2.6,.483,.519,0.5,0.5,.889,0.3,1.7,2.0,1.1,0.5,0.2,0.8,1.5,7.0
114,DeMar DeRozan\derozde01,PF,31,SAS,30,30,33.9,6.9,14.0,.490,0.6,1.8,.321,6.3,12.2,.515,.511,6.0,6.8,.882,0.7,4.0,4.7,7.3,1.0,0.3,1.7,2.0,20.3
115,Mamadi Diakite\diakima01,PF,24,MIL,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0
